eventID,volume,energy_MeV,x_mm,y_mm,z_mm
3,DWC2,0.824472,-28.058,5.50355,200
3,Scint2,0.824472,-39.824,7.78931,597.5
3,Phantom,1410.72,0.284585,0.109668,-365
3,Scint1,1410.72,0.400124,0.138159,-202.5
3,DWC1,1410.72,0.508552,0.164896,-50
3,DWC2,1410.72,0.686303,0.208729,200
3,Scint2,1410.72,0.968928,0.278422,597.5
3,Phantom,17.9389,0.130232,-0.0166645,-365
3,Scint1,17.9389,0.181167,-0.0410458,-202.5
3397,-1.47803,9.89017,-535.209
21,Collimator,16.4236,-8.42525,-9.18714,-575
21,Phantom,7.45916,11.2565,-46.4009,-365
21,Collimator,23.5897,-8.55412,-10.3194,-575
21,BremsTarget,0.734456,38.8115,-46.3859,-745.625
21,Collimator,150.202,-6.67673,-13.5834,-575
21,Collimator,0.384254,9.57373,-2.88855,-559.684
21,Phantom,4.2768,-37.0984,39.4218,-365
21,Collimator,0.812962,7.75223,6.31688,-525.753
21,Collimator,0.877669,-1.84907,9.82756,-572.536
21,Collimator,0.902949,9.97328,-0.730506,-561.229
21,Collimator,0.481847,-3.42807,-9.99737,-575
21,Collimator,1.55771,-5.04216,-9.45318,-575
21,Collimator,0.510999,5.30397,8.4775,-554.775
21,Collimator,1.86783,45.3729,-49.5118,-575
21,Phantom,65.5161,-0.152158,-3.96729,-365
21,Scint1,65.5161,-0.216964,-5.64384,-202.5
21,DWC1,65.5161,-0.277783,-7.21721,-50
21,DWC2,65.5161,-0.377485,-9.79651,200
21,Scint2,65.5161,-0.536012,-13.8976,597.5
21,Phantom,8.58084,0.758338,-0.278001,-365
21,Scint1,8.58084,1.07976,-0.390425,-202.5
21,DWC1,8.58084,1.3814,-0.49593,-50
21,DWC2,8.58084,1.87589,-0.66889,200
21,Scint2,8.58084,2.66214,-0.943896,597.5
21,Phantom,19.8795,1.46826,0.559813,-365
21,Scint1,19.8795,2.09071,0.802714,-202.5
21,DWC1,19.8795,2.67485,1.03067,-50
21,DWC2,19.8795,3.63246,1.40436,200
21,Scint2,19.8795,5.15505,1.99853,597.5
21,Collimator,0.575843,-24.2911,-22.8432,-575
21,Phantom,6.14351,0.549185,0.168641,-365
21,Scint1,6.14351,0.782829,0.248799,-202.5
21,DWC1,6.14351,1.00209,0.324024,-50
21,DWC2,6.14351,1.36155,0.447345,200
21,Scint2,6.14351,1.93307,0.643424,597.5
tor,63.1043,-10.3037,-18.3918,-575
49,Collimator,1.06708,-3.22835,-12.2692,-575
49,Collimator,6.76369,-17.045,-8.74907,-575
49,Collimator,27.3892,-15.5791,-10.6919,-575
49,Collimator,2.13231,9.29246,-3.69461,-553.761
49,Collimator,2.45874,-1.35843,9.9073,-529.502
49,Collimator,6.50053,-15.8172,-13.1093,-575
49,Collimator,37.2584,-12.3555,-4.7373,-575
49,Collimator,1.85292,-17.141,-3.39709,-575
49,Collimator,0.41432,-12.6696,1.51463,-575
49,Collimator,1.59668,-12.2583,-2.14276,-575
49,Phantom,1.59668,-27.0009,-4.76314,-365
49,Scint1,1.59668,-38.4088,-6.79082,-202.5
49,DWC1,1.59668,-49.1147,-8.69372,-50
49,DWC2,1.59668,-66.6653,-11.8132,200
49,Collimator,18.8376,-9.48045,-3.18136,-555.383
49,Collimator,0.510999,7.65956,6.42893,-525.509
49,Phantom,1.58864,-47.5433,8.40132,-365
49,Collimator,5.03588,19.8151,-1.37648,-575
49,Collimator,1.74669,29.2332,39.9787,-575
49,Collimator,28.6504,22.2984,36.675,-575
49,Collimator,9.59373,3.95181,19.9947,-575
49,Collimator,1.09185,-17.6548,14.9,-575
49,Collimator,20.9114,-5.91637,21.3901,-575
49,Collimator,11.6283,0.661432,26.9219,-575
49,Phantom,4.8953,-3.24424,-6.43165,-365
49,Scint1,4.8953,-4.59623,-9.15985,-202.5
49,DWC1,4.8953,-5.86502,-11.7202,-50
49,DWC2,4.8953,-7.94501,-15.9174,200
49,Scint2,4.8953,-11.2522,-22.591,597.5
49,Phantom,1.12344,-9.14025,7.55391,-365
