eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
15,Collimator,e+,103.644,-21.0187,-30.7216,-575,Transportation,World
15,Phantom,gamma,23.4089,-12.2777,8.54962,-365,Transportation,World
15,Scint1,gamma,23.4089,-17.4867,12.2549,-202.5,Transportation,World
15,DWC1,gamma,23.4089,-22.375,15.7321,-50,Transportation,World
15,DWC2,gamma,23.4089,-30.3888,21.4325,200,Transportation,World
15,Scint2,gamma,23.4089,-43.1307,30.4962,597.5,Transportation,World
15,Phantom,gamma,7.79796,-5.96429,-9.0517,-365,Transportation,World
15,Scint1,gamma,7.79796,-8.48453,-12.8424,-202.5,Transportation,World
15,DWC1,gamma,7.79796,-10.8497,-16.3998,-50,Transportation,World
15,DWC2,gamma,7.79796,-14.727,-22.2317,200,Transportation,World
15,Scint2,gamma,7.79796,-20.8919,-31.5043,597.5,Transportation,World
tor,e-,11.0537,29.6433,-31.7989,-575,Transportation,World
12.5636,12.6807,-50,Transportation,World
71,DWC2,gamma,100.78,17.059,17.2116,200,Transportation,World
71,Scint2,gamma,100.78,24.2066,24.4157,597.5,Transportation,World
71,Phantom,gamma,66.9803,5.94074,6.01962,-365,Transportation,World
71,Scint1,gamma,66.9803,8.45924,8.5639,-202.5,Transportation,World
71,DWC1,gamma,66.9803,10.8228,10.9516,-50,Transportation,World
71,DWC2,gamma,66.9803,14.6974,14.8659,200,Transportation,World
71,Scint2,gamma,66.9803,20.858,21.0896,597.5,Transportation,World
71,Phantom,gamma,2.27441,7.30821,4.67082,-365,Transportation,World
71,Scint1,gamma,2.27441,10.4015,6.64741,-202.5,Transportation,World
71,DWC1,gamma,2.27441,13.3045,8.50238,-50,Transportation,World
71,DWC2,gamma,2.27441,18.0634,11.5433,200,Transportation,World
71,Scint2,gamma,2.27441,25.6301,16.3784,597.5,Transportation,World
71,BremsTarget,e+,5.71861,0.22865,0.963575,-745.625,Transportation,World
71,Collimator,gamma,4.88458,56.9856,7.07283,-575,Transportation,World
71,Cherenkov,gamma,0.386769,14.3757,-8.66186,-850,Transportation,World

95,Scint1,gamma,9.07472,-15.0984,0.492879,-202.5,Transportation,World
95,DWC1,gamma,9.07472,-19.3101,0.653262,-50,Transportation,World
95,DWC2,gamma,9.07472,-26.2145,0.916185,200,Transportation,World
95,Scint2,gamma,9.07472,-37.1926,1.33423,597.5,Transportation,World
95,Phantom,e+,48.5844,5.11507,12.1495,-365,Transportation,World
95,Scint1,e+,40.601,2.95899,48.4229,-202.5,Transportation,World
95,DWC1,e+,39.2516,-5.33046,82.1891,-50,Transportation,World
95,Scint1,gamma,2.89399,10.3945,37.2215,-202.5,Transportation,World
95,DWC1,gamma,2.89399,15.4531,62.0577,-50,Transportation,World
95,Collimator,gamma,67.5982,-6.05414,9.38407,-575,Transportation,World
95,Collimator,gamma,0.504238,9.25633,-3.78423,-534.845,Transportation,World
95,Phantom,gamma,24.6918,-22.5559,13.0244,-365,Transportation,World
95,Scint1,gamma,24.6918,-37.0241,14.2951,-202.5,Transportation,World
95,DWC1,gamma,24.6918,-50.602,15.4875,-50,Transportation,World
95,DWC2,gamma,24.6918,-72.8608,17.4424,200,Transportation,World
95,Phantom,gamma,5.84722,-47.8588,25.6184,-365,Transportation,World
95,Phantom,gamma,2.54348,2.32263,-0.521932,-365,Transportation,World
95,Scint1,gamma,2.54348,3.29283,-0.700075,-202.5,Transportation,World
95,DWC1,gamma,2.54348,4.20333,-0.867256,-50,Transportation,World
95,DWC2,gamma,2.54348,5.69594,-1.14132,200,Transportation,World
95,Scint2,gamma,2.54348,8.06919,-1.57709,597.5,Transportation,World
95,Collimator,gamma,1.33018,3.55973,15.4876,-575,Transportation,World
95,Collimator,e+,37.6293,5.62329,-32.3435,-575,Transportation,World
95,Phantom,gamma,0.459448,-21.5183,38.0801,-365,Transportation,World
95,Collimator,gamma,3.29507,-3.7541,-17.7687,-575,Transportation,World
95,Collimator,gamma,0.711368,-22.5906,-23.2926,-575,Transportation,World
95,Phantom,gamma,33.2747,10.7786,-8.25224,-365,Transportation,World
