eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
1,DWC2,gamma,75.8627,16.4113,-17.2305,200,Transportation,World
1,Scint2,gamma,75.8627,23.2724,-24.4264,597.5,Transportation,World
1,Phantom,gamma,9.26532,7.02934,-3.84142,-365,Transportation,World
1,Scint1,gamma,9.26532,9.99001,-5.45348,-202.5,Transportation,World
1,DWC1,gamma,9.26532,12.7685,-6.96634,-50,Transportation,World
1,DWC2,gamma,9.26532,17.3234,-9.44644,200,Transportation,World
1,Scint2,gamma,9.26532,24.5657,-13.3898,597.5,Transportation,World
25,0.271486,-0.0617841,-202.5,Transportation,World
3,DWC1,gamma,12.1325,0.343115,-0.0961625,-50,Transportation,World
3,DWC2,gamma,12.1325,0.460539,-0.15252,200,Transportation,World
3,Scint2,gamma,12.1325,0.647244,-0.24213,597.5,Transportation,World
mma,230.117,-1.59788,-0.252872,-202.5,Transportation,World
19,DWC1,gamma,230.117,-2.05163,-0.307164,-50,Transportation,World
19,DWC2,gamma,230.117,-2.79548,-0.396168,200,Transportation,World
19,Scint2,gamma,230.117,-3.9782,-0.537683,597.5,Transportation,World
,World
45,Phantom,gamma,29.7181,-7.29508,-7.99946,-365,Transportation,World
45,Scint1,gamma,29.7181,-10.6359,-11.1538,-202.5,Transportation,World
45,DWC1,gamma,29.7181,-13.7712,-14.114,-50,Transportation,World
45,DWC2,gamma,29.7181,-18.911,-18.9668,200,Transportation,World
45,Scint2,gamma,29.7181,-27.0832,-26.6828,597.5,Transportation,World
45,Collimator,gamma,0.315796,-3.55735,-13.5391,-575,Transportation,World
45,Collimator,gamma,1.61137,8.20165,-14.8208,-575,Transportation,World
45,Phantom,gamma,1.61137,17.6528,-32.2798,-365,Transportation,World
45,Scint1,gamma,1.61137,24.9662,-45.7897,-202.5,Transportation,World
45,DWC1,gamma,1.61137,31.8295,-58.4682,-50,Transportation,World
45,DWC2,gamma,1.61137,43.0809,-79.2527,200,Transportation,World
45,Collimator,gamma,0.840521,10.0297,-13.8837,-575,Transportation,World
45,Collimator,gamma,1.50329,15.7165,-19.0395,-575,Transportation,World
45,Collimator,gamma,3.86159,22.149,-35.4369,-575,Transportation,World
45,Cherenkov,gamma,0.510999,38.7725,15.4147,-850,Transportation,World
45,BremsTarget,e-,0.866908,-1.83282,-3.29379,-745.625,Transportation,World
